model,version,description,strategy,item_id,bertscore,bleu,sari,perplexity,fkgl_delta,fre_delta,fkgl_input,fkgl_output,fre_input,fre_output,lens,phase,experiment_group,retrieval
gemini-2.0-flash,v3,BGE-RAG-full,constraint,8006ce35-7f22-4d5e-acf0-3540c32f66f3,0.918077647686005,0.142980340113038,41.3455564093696,27.2320861816406,-5.70720720720721,23.1067567567568,8.48371428571429,2.77650707850708,63.347,86.4537567567568,49.0481607611953,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,zeroshot,a433a649-8440-4b43-a834-f6ace7c927a6,0.873274385929108,0.0753221012380867,46.7576386890066,15.7489423751831,-10.3185097315787,40.1750119875625,13.138658568788,2.8201488372093,46.7496980899569,86.9247100775194,49.3268073149592,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,zeroshot,7abd8fff-7bee-4baf-8413-8594833d2795,0.897017955780029,0.169199831418684,45.4991140255447,19.5345020294189,-6.60119620734256,25.6291137847202,10.5389773795535,3.93778117221091,57.3964566686252,83.0255704533454,65.1230974616132,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,structured,a5999ebd-1062-4776-8914-b5f748165547,0.880740880966187,0.168861733645304,48.2164078252302,23.6803970336914,-8.98093910403128,36.6413038832149,12.5829931753799,3.60205407134859,47.7168436131857,84.3581474964006,70.3812665817184,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,zeroshot,48f9dc5a-3d66-4214-9feb-d018ced759e4,0.89657336473465,0.165264555185057,44.8897219298919,45.1450119018555,-7.62128248635653,31.3960524267472,11.9550819672131,4.33379948085659,45.5665027322405,76.9625551589877,57.8429579354637,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,constraint,48f9dc5a-3d66-4214-9feb-d018ced759e4,0.896285355091095,0.182922425473291,44.8709813664712,45.2184562683105,-7.07159223114273,27.5453985385318,11.9550819672131,4.88348973607038,45.5665027322405,73.1119012707723,54.5086982811251,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,structured,f9fa6b86-c61b-4846-9ed7-4cbf48a5ee88,0.902936160564423,0.22609348680368,45.8293366234622,28.50417137146,-7.1104614673761,23.6390123050459,10.1351373033015,3.02467583592535,61.6678977681786,85.3069100732245,60.6755636530422,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,constraint,ca5fa8ce-8b1e-4f78-89f5-dfc9706e4cc8,0.888216257095337,0.181493295428545,46.2742946159895,28.0314083099365,-6.14829337418496,22.2061101218339,10.2672813673239,4.11898799313894,61.8085982829688,84.0147084048027,57.5742859570606,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,zeroshot,6cd5eb7c-989c-4f3c-a7c9-89654de0839e,0.891693711280823,0.17824604254347,35.804457418458,28.824462890625,-4.47536953220616,12.2975095548493,12.7193479844065,8.24397845220031,47.134904253952,59.4324138088012,47.5232570793408,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,structured,6cd5eb7c-989c-4f3c-a7c9-89654de0839e,0.89207923412323,0.174517207530924,43.7129228785751,37.435791015625,-5.89861927224776,16.9512704570372,12.7193479844065,6.8207287121587,47.134904253952,64.0861747109892,51.8197406602238,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,zeroshot,b7c722ee-4110-4635-b1d6-26c24c8d3380,0.865032315254211,0.0650186677714958,37.3479936975186,50.4532165527344,-9.64253046594983,34.8476088594798,13.3505396825397,3.70800921658986,45.5227566137567,80.3703654732365,28.8441719417478,BGE RAG v3,BGE-RAG,bge
sonar,v3,E5-RAG-full,zeroshot,f9fa6b86-c61b-4846-9ed7-4cbf48a5ee88,0.906739830970764,0.201397625067023,45.3811850113829,36.0869140625,-6.89751689179806,23.1380317190009,10.1351373033015,3.23762041150339,61.6678977681786,84.8059294871795,41.6051187285135,E5 RAG v3,E5-RAG,e5
sonar,v3,E5-RAG-full,structured,f9fa6b86-c61b-4846-9ed7-4cbf48a5ee88,0.905562162399292,0.256997226749169,45.7171831250633,30.5811023712158,-6.68736780966989,22.3106157453349,10.1351373033015,3.44776949363157,61.6678977681786,83.9785135135135,50.8937356583745,E5 RAG v3,E5-RAG,e5
sonar,v3,E5-RAG-full,constraint,eb4e34fd-df73-4aca-9398-10c22ded5414,0.882450103759766,0.102630947988958,40.0039129295703,29.3484382629395,-8.78055445431313,33.6345078154215,13.8709082473031,5.09035379298996,40.4797755480803,74.1142833635017,75.9736920246033,E5 RAG v3,E5-RAG,e5
sonar,v3,E5-RAG-full,zeroshot,441e1abc-3b46-42f4-80ad-146bba92e35d,0.915376424789429,0.273760716943193,44.3671045244082,37.7888298034668,-5.12659978310326,17.8203063949203,10.4131310942579,5.2865313111546,62.5585120982304,80.3788184931507,44.7314473323399,E5 RAG v3,E5-RAG,e5
gpt-4o-mini,v3,E5-RAG-full,structured,eb4e34fd-df73-4aca-9398-10c22ded5414,0.861582577228546,0.033917830634229,35.9764303792381,27.8243637084961,-5.90801262440747,23.7237093004046,13.8709082473031,7.96289562289562,40.4797755480803,64.2034848484849,77.8193244370535,E5 RAG v3,E5-RAG,e5
gpt-4o-mini,v3,E5-RAG-full,zeroshot,046eac31-87a0-45b5-9646-5ac85264f32d,0.879170119762421,0.0556564521060102,41.0229162104094,21.8365783691406,-4.54023168806401,17.3440289006446,12.611722972973,8.07149128490897,45.8309628378379,63.1749917384825,74.5469665261522,E5 RAG v3,E5-RAG,e5
gpt-4o-mini,v3,BGE-RAG-full,zeroshot,0fda55b9-df6f-4212-9088-009fa67cbda5,0.877643823623657,0.0793909408073568,34.7146249803986,31.0231323242188,-1.68063855661638,5.46716362530806,6.3284019525802,4.64776339596381,75.2322012552301,80.6993648805382,65.8651456214404,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,structured,bb974d41-cebc-4517-b191-9e5e655082ed,0.882007122039795,0.107254460713167,39.2523193381969,26.7040843963623,-4.71924114551444,16.9641968842009,13.3709300693165,8.65168892380204,47.4738549618321,64.438051846033,82.3323662419658,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,structured,4aba896b-a5de-4627-b352-885797a43796,0.87576812505722,0.0353606365503675,34.5144303406089,24.8024635314941,-2.69951114162813,9.80872140717143,8.21236770400115,5.51285656237302,70.5875118313495,80.396233238521,79.4610467061111,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,constraint,441e1abc-3b46-42f4-80ad-146bba92e35d,0.892613589763641,0.0933177080695769,40.0396024019186,34.0212936401367,-4.22182074943027,12.6824879017696,10.4131310942579,6.19131034482759,62.5585120982304,75.241,66.9470327167531,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,structured,6384d603-ea8a-4dd9-8f11-9c29ff53e2a7,0.876105606555939,0.0445278041889087,35.0327259291343,20.5199165344238,-6.42465262570652,22.3740313837925,14.0566598079561,7.63200718224958,44.2228751187085,66.596906502501,77.2117895146241,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,zeroshot,a433a649-8440-4b43-a834-f6ace7c927a6,0.879368424415588,0.0747413919448207,43.6304066430976,16.9876346588135,-7.33405013648958,28.8991919515369,13.138658568788,5.80460843229838,46.7496980899569,75.6488900414938,77.3781106746252,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,constraint,9310a2bc-b0e1-44dc-86ed-5a0d8edb99f1,0.894419193267822,0.173690670613369,43.0769586115901,23.3518619537354,-4.9834259464017,23.7316379595531,13.3016336336336,8.31820768723194,39.2371351351352,62.9687730946883,74.3503936485762,BGE RAG v3,BGE-RAG,bge
llama3.2,v3,BGE-RAG-full,zeroshot,441e1abc-3b46-42f4-80ad-146bba92e35d,0.790615141391754,0.00195538863897334,29.1724385806835,17.9437065124512,7.81008013895338,-38.6073582520766,10.4131310942579,18.2232112332112,62.5585120982304,23.9511538461539,22.5691802952818,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,constraint,fcb403f4-fb1f-43b2-9ea3-ea305df150a9,0.888023734092712,0.110667288114896,43.4540571653481,28.2846508026123,-4.78667841742228,14.2794528337499,10.7974631495228,6.01078473210053,59.6397790296925,73.9192318634424,79.784083030182,BGE RAG v3,BGE-RAG,bge
llama3.2,v3,BGE-RAG-full,zeroshot,a4bfb6c9-aedb-49b4-b108-cd531f75fcc1,0.789820373058319,0.00471406816605756,24.9411847957042,13.7022972106934,-1.77192142418662,-4.83322566935828,13.5241436464088,11.7522222222222,47.6982256693583,42.865,44.9883076660484,BGE RAG v3,BGE-RAG,bge
llama3.2,v3,BGE-RAG-full,structured,7483ce90-b82e-4c87-8fa1-baad08b10f00,0.792518138885498,0.000235174900526691,26.8040861813264,29.4320831298828,0.180584415584416,-8.73715909090907,11.3453282828283,11.5259126984127,57.8046590909091,49.0675,47.1100862213686,BGE RAG v3,BGE-RAG,bge
llama3.2,v3,BGE-RAG-full,constraint,75a77e5d-ece0-4c1d-a853-f709fa0c7654,0.796141922473907,0.00269344618723641,29.7317300328593,24.7623920440674,2.22542198521068,-22.2616556592085,11.8338217122683,14.059243697479,49.1345160341277,26.8728603749192,41.7058069563935,BGE RAG v3,BGE-RAG,bge
llama3.2,v3,BGE-RAG-full,constraint,b7c722ee-4110-4635-b1d6-26c24c8d3380,0.790020525455475,0.00261628728918377,29.0421099267614,37.7304496765137,3.26715484195599,-22.0588350885959,13.3505396825397,16.6176945244957,45.5227566137567,23.4639215251607,3.83527800163737,BGE RAG v3,BGE-RAG,bge
llama3.2,v3,BGE-RAG-full,constraint,907dfe2b-3861-4ff0-afcd-96ffd7e73e34,0.790870368480682,0.00221880942446469,29.2654120284112,22.6157627105713,2.1225376817237,-16.8517884444435,11.9326268390202,14.0551645207439,57.2567765226505,40.404988078207,28.6351385697705,BGE RAG v3,BGE-RAG,bge
llama3.2,v3,BGE-RAG-full,zeroshot,94be58eb-98f9-4d4d-8583-26b18721cdbc,0.78404289484024,0.00296546869186309,22.8371920615715,24.745288848877,5.83181226387924,-37.2099492252133,10.801723183882,16.6335354477612,50.3104016505865,13.1004524253731,47.1087901218395,BGE RAG v3,BGE-RAG,bge
llama3.2,v3,BGE-RAG-full,zeroshot,046eac31-87a0-45b5-9646-5ac85264f32d,0.793324053287506,0.00268995630087017,30.8321681624764,22.191614151001,79.3521900705053,-200.449441098707,12.611722972973,91.9639130434783,45.8309628378379,-154.61847826087,5.98604110314895,BGE RAG v3,BGE-RAG,bge
llama3.2,v3,BGE-RAG-full,zeroshot,eaa6dad7-58a5-417f-80ef-c7ed93ad4c3f,0.816043734550476,0.00742351581260489,32.7960599064219,17.5826110839844,5.5532001610696,-20.4373939642376,11.8300420168067,17.3832421778763,50.6188795518208,30.1814855875832,19.5614778054951,BGE RAG v3,BGE-RAG,bge
llama3.2,v3,BGE-RAG-full,constraint,98ef0db1-7547-4b67-be3d-f9d8cb0b0d13,0.777134120464325,0.00148726161687081,23.2282847694328,32.059513092041,9.67758238438299,-45.1603618405763,9.60153846153846,19.2791208459215,60.9559615384616,15.7955996978852,5.58330881468072,BGE RAG v3,BGE-RAG,bge
llama3.2,v3,BGE-RAG-full,constraint,fcb403f4-fb1f-43b2-9ea3-ea305df150a9,0.809239387512207,0.00176010162540754,29.9099704256104,21.5371608734131,1.21207632416141,-21.068627713903,10.7974631495228,12.0095394736842,59.6397790296925,38.5711513157895,53.3288999340691,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,structured,12d0e40d-427e-4141-b6d0-35c73bc81a06,0.894457340240479,0.224592906434758,49.7538071698126,23.969783782959,-5.21288599331943,20.2485462056637,8.71158130622585,3.49869531290641,65.2295888408951,85.4781350465588,73.6922634818414,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,constraint,48f9dc5a-3d66-4214-9feb-d018ced759e4,0.892166137695312,0.114353869747738,46.0532224235505,19.7463531494141,-8.7047705466003,38.9813543708236,11.9550819672131,3.25031142061281,45.5665027322405,84.5478571030641,69.761554426879,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,zeroshot,fc62cc95-04c5-43ed-bbb6-4c0a764ce22c,0.911344230175018,0.0998023978178025,47.8452385008049,24.9678115844727,-7.45436050717971,31.2889198941999,12.0914851715449,4.63712466436517,45.8777394843962,77.1666593785961,67.4138195227375,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,constraint,eb4e34fd-df73-4aca-9398-10c22ded5414,0.879448652267456,0.0702877277534494,38.832135071161,23.9836235046387,-10.3042109905437,47.5810801522026,13.8709082473031,3.56669725675942,40.4797755480803,88.0608557002829,72.3365422084483,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,structured,ca5fa8ce-8b1e-4f78-89f5-dfc9706e4cc8,0.861502766609192,0.0311261592518361,35.4972887706722,24.4689350128174,-7.16704122709603,27.6165734961723,10.2672813673239,3.10024014022787,61.8085982829688,89.4251717791411,68.9656340927197,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,constraint,92263143-88ab-40cc-8db7-14d0d4309857,0.87667715549469,0.100138111545409,38.6473970641221,31.5894031524658,-10.5727413033771,35.7361093522858,13.446339986911,2.87359868353389,51.8139602421466,87.5500695944325,70.4708961278978,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,structured,92263143-88ab-40cc-8db7-14d0d4309857,0.891198337078094,0.150021404103073,42.0085730543632,27.4414043426514,-10.057352780088,33.8381719540154,13.446339986911,3.38898720682303,51.8139602421466,85.6521321961621,67.1830417778611,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,structured,98ef0db1-7547-4b67-be3d-f9d8cb0b0d13,0.883392095565796,0.0972324928235781,33.7601140459565,25.7131824493408,-5.20239538438974,18.0562702377192,9.60153846153846,4.39914307714873,60.9559615384616,79.0122317761807,60.8351408032404,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,constraint,8a8f3f1b-3bb1-489e-a6ea-6de56b447582,0.865351974964142,0.0961671739501016,39.5906425739264,36.7191848754883,-8.69530477261024,38.1578328553168,10.9679537087805,2.27264893617021,55.7693692723428,93.9272021276596,63.6018185232555,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,constraint,046eac31-87a0-45b5-9646-5ac85264f32d,0.871331036090851,0.11598458332521,42.5161578337623,43.747615814209,-7.84873396198396,28.9760481511731,12.611722972973,4.76298901098901,45.8309628378379,74.807010989011,40.0913995061169,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,constraint,98ef0db1-7547-4b67-be3d-f9d8cb0b0d13,0.875508844852448,0.0566628075842045,31.4429098584266,26.0563507080078,-6.1814237074401,24.0724756200084,9.60153846153846,3.42011475409836,60.9559615384616,85.02843715847,62.2375142447111,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,zeroshot,a5999ebd-1062-4776-8914-b5f748165547,0.878130912780762,0.15874205217057,48.2710742942691,29.1431617736816,-8.6907588154125,33.7774291572648,12.5829931753799,3.89223435996736,47.7168436131857,81.4942727704505,72.502731105405,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,structured,fcb403f4-fb1f-43b2-9ea3-ea305df150a9,0.883939027786255,0.0472698163340122,39.5325730187075,26.7959098815918,-7.11539550085941,23.8036497755448,10.7974631495228,3.68206764866339,59.6397790296925,83.4434288052373,82.5804168892155,BGE RAG v3,BGE-RAG,bge
gemini-2.0-flash,v3,BGE-RAG-full,constraint,fcb403f4-fb1f-43b2-9ea3-ea305df150a9,0.887996733188629,0.0935026998854958,42.2197552056232,30.5816421508789,-7.99363016413658,28.4461406748201,10.7974631495228,2.80383298538622,59.6397790296925,88.0859197045126,67.17255019644,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,constraint,0fda55b9-df6f-4212-9088-009fa67cbda5,0.884595155715942,0.175644798487815,39.1388579292272,40.7203788757324,-3.68965486843523,11.6629383450873,6.3284019525802,2.63874708414496,75.2322012552301,86.8951396003174,57.0495439325539,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,constraint,a4bfb6c9-aedb-49b4-b108-cd531f75fcc1,0.879825472831726,0.244540677218936,42.255199663515,25.8650703430176,-7.41325733973306,25.2069007831366,13.5241436464088,6.11088630667578,47.6982256693583,72.9051264524949,60.3199159283708,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,zeroshot,8e6d15b7-de29-4c65-8d40-d0660c5680f6,0.855332672595978,0.0486736298597907,34.0366057497568,57.8903312683105,-10.8681648354228,42.2144877789033,15.4458189450119,4.57765410958904,36.2812399608227,78.495727739726,31.256259869944,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,constraint,6cd5eb7c-989c-4f3c-a7c9-89654de0839e,0.882525026798248,0.113382651034622,40.5381079595982,29.228199005127,-4.50043848150319,12.7761565023149,12.7193479844065,8.21890950290327,47.134904253952,59.9110607562668,85.2921123853005,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,zeroshot,9310a2bc-b0e1-44dc-86ed-5a0d8edb99f1,0.926594913005829,0.244069221981531,47.7046716717269,30.4250202178955,-7.08521443070073,31.3195255266644,13.3016336336336,6.2164192029329,39.2371351351352,70.5566606617996,48.9555730785079,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,zeroshot,7483ce90-b82e-4c87-8fa1-baad08b10f00,0.888956844806671,0.192143908359062,46.271825034725,29.9589233398438,-5.08899543861209,14.0528409090909,11.3453282828283,6.25633284421619,57.8046590909091,71.8575,75.6192930145438,BGE RAG v3,BGE-RAG,bge
sonar,v3,BGE-RAG-full,structured,9310a2bc-b0e1-44dc-86ed-5a0d8edb99f1,0.921033263206482,0.2152340514339,45.6113803199787,28.5160884857178,-7.58874742839112,31.8312664336693,13.3016336336336,5.71288620524252,39.2371351351352,71.0684015688045,63.4132585447507,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,E5-RAG-full,zeroshot,e16d0245-d26e-49a5-aa1e-f48eb0da88cf,0.85757702589035,0.0325987941583146,36.9967293768111,44.5549240112305,-3.69797943675553,15.1026127240881,9.75240354206199,6.05442410530646,54.4448481973435,69.5474609214315,80.0816072867905,E5 RAG v3,E5-RAG,e5
gpt-4o-mini,v3,E5-RAG-full,structured,bb974d41-cebc-4517-b191-9e5e655082ed,0.875088334083557,0.0823314218879191,37.0380404350685,28.2575607299805,-5.25359673598314,16.1081450381679,13.3709300693165,8.11733333333334,47.4738549618321,63.582,81.7882639274416,E5 RAG v3,E5-RAG,e5
gpt-4o-mini,v3,E5-RAG-full,zeroshot,907dfe2b-3861-4ff0-afcd-96ffd7e73e34,0.878662467002869,0.1842925687633,45.9657497896145,18.1360263824463,-7.13692628956968,23.6831479278989,11.9326268390202,4.79570054945055,57.2567765226505,80.9399244505495,54.3024935549033,E5 RAG v3,E5-RAG,e5
gpt-4o-mini,v3,E5-RAG-full,structured,907dfe2b-3861-4ff0-afcd-96ffd7e73e34,0.895473778247833,0.155117548140026,45.6595250551088,30.3343162536621,-6.23013439189032,19.5966739770009,11.9326268390202,5.70249244712991,57.2567765226505,76.8534504996514,79.7653398213811,E5 RAG v3,E5-RAG,e5
gpt-4o-mini,v3,E5-RAG-full,constraint,907dfe2b-3861-4ff0-afcd-96ffd7e73e34,0.90328061580658,0.206615782153756,46.9086298075235,32.0198059082031,-5.2806174600235,16.1988473227381,11.9326268390202,6.65200937899673,57.2567765226505,73.4556238453887,76.5030109392519,E5 RAG v3,E5-RAG,e5
llama3.2,v3,BGE-RAG-full,zeroshot,0fda55b9-df6f-4212-9088-009fa67cbda5,0.795371949672699,0.00557814773160873,25.2166308597454,12.7938089370728,8.92263253017843,-37.8597874621266,6.3284019525802,15.2510344827586,75.2322012552301,37.3724137931035,43.8551284790677,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,structured,48f9dc5a-3d66-4214-9feb-d018ced759e4,0.897379159927368,0.160481925229676,45.3232879276524,24.4116630554199,-3.94021959787514,17.5924458740313,11.9550819672131,8.01486236933798,45.5665027322405,63.1589486062718,73.4649978579598,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,structured,a4bfb6c9-aedb-49b4-b108-cd531f75fcc1,0.870123744010925,0.133256528972179,36.8970919870083,20.4598178863525,-6.47533085542624,26.8638491897449,13.5241436464088,7.04881279098261,47.6982256693583,74.5620748591032,75.9486570276949,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,constraint,12d0e40d-427e-4141-b6d0-35c73bc81a06,0.89047247171402,0.214822970305837,48.5735329569934,26.2819404602051,-4.40455459310157,17.1992787549237,8.71158130622585,4.30702671312428,65.2295888408951,82.4288675958188,75.1094341445139,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,structured,441e1abc-3b46-42f4-80ad-146bba92e35d,0.872828304767609,0.0367381900010346,35.9855499408852,31.3755588531494,-3.25680330455829,7.13417701121166,10.4131310942579,7.15632778969957,62.5585120982304,69.6926891094421,75.1223067972997,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,structured,851bf72f-5b5f-44fe-ace0-0810ec4b40da,0.853685736656189,0.0372269886532277,36.4624044697778,26.9965839385986,-3.64077603654909,13.3757317381555,11.4038664802351,7.76309044368601,52.1226240638923,65.4983558020478,81.4200406384035,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,zeroshot,851bf72f-5b5f-44fe-ace0-0810ec4b40da,0.866307377815247,0.0871957151811456,39.0266126124653,23.3609771728516,-3.53844619756711,12.7840855815329,11.4038664802351,7.86542028266799,52.1226240638923,64.9067096454253,73.479644053361,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,constraint,92263143-88ab-40cc-8db7-14d0d4309857,0.885514318943024,0.121403398010804,38.8723032706649,36.9057540893555,-6.40855827925694,19.1007670305807,13.446339986911,7.03778170765405,51.8139602421466,70.9147272727273,74.6461325929822,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,zeroshot,6cd5eb7c-989c-4f3c-a7c9-89654de0839e,0.881355822086334,0.108671238544625,40.0717573491456,26.7081203460693,-5.35333933887332,18.8880435403287,12.7193479844065,7.36600864553314,47.134904253952,66.0229477942807,79.3515950729275,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,zeroshot,eaa6dad7-58a5-417f-80ef-c7ed93ad4c3f,0.901955425739288,0.126428015841156,44.4170736277859,26.3413352966309,-4.46294075493487,15.3878806033494,11.8300420168067,7.36710126187185,50.6188795518208,66.0067601551701,69.3834748661603,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,constraint,eaa6dad7-58a5-417f-80ef-c7ed93ad4c3f,0.900369465351105,0.167536627725405,46.8372835170741,22.1515197753906,-4.52653541051679,18.0778244367656,11.8300420168067,7.30350660628993,50.6188795518208,68.6967039885863,71.1730469062233,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,structured,7894abc5-bef9-4465-b5e0-d436c286d3d8,0.876160681247711,0.144206456222633,40.7781649038376,27.7235584259033,-4.18987307051534,19.8067500045666,9.70420831406835,5.51433524355301,56.4410470345929,76.2477970391595,78.3519265390633,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,constraint,7483ce90-b82e-4c87-8fa1-baad08b10f00,0.865070641040802,0.0442000148022878,37.4045140567701,26.6454219818115,-5.24147499073814,14.4674796629575,11.3453282828283,6.10385329209015,57.8046590909091,72.2721387538666,78.5697825822361,BGE RAG v3,BGE-RAG,bge
gpt-4o-mini,v3,BGE-RAG-full,constraint,7894abc5-bef9-4465-b5e0-d436c286d3d8,0.888244926929474,0.172441154617822,41.9972137291777,24.6045150756836,-3.03302979245049,14.4416947134312,9.70420831406835,6.67117852161785,56.4410470345929,70.8827417480242,71.2576278630119,BGE RAG v3,BGE-RAG,bge
